Consumo,Tarifa,hora_cos,hora_sin,Mes_cos,Mes_sin,Dia_cos,Dia_sin,Dia_week_cos,Dia_week_sin
0.0,0.28895,-0.99996,-0.00885,-0.1455,0.98936,0.00443,-0.99999,-0.41615,0.9093
0.0,0.1917,-0.53283,-0.84622,-0.1455,0.98936,0.00443,-0.99999,-0.41615,0.9093
0.0,0.18853,0.42418,-0.90558,-0.1455,0.98936,0.00443,-0.99999,-0.41615,0.9093
0.0,0.15051,0.5403,0.84147,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.14474,-0.41615,0.9093,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.14287,-0.98999,0.14112,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.13807,-0.65364,-0.7568,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.1364,0.28366,-0.95892,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.13835,0.96017,-0.27942,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.14731,0.7539,0.65699,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.15126,-0.1455,0.98936,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.03,0.18554,-0.91113,0.41212,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.096,0.18356,-0.83907,-0.54402,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.093,0.27265,0.00443,-0.99999,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.088,0.2699,0.84385,-0.53657,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.087,0.26775,0.90745,0.42017,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.031,0.26912,0.13674,0.99061,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.17734,-0.75969,0.65029,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.17327,-0.95766,-0.2879,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.17034,-0.27516,-0.9614,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.17541,0.66032,-0.75099,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.2828,0.9887,0.14988,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.28975,0.40808,0.91295,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.29296,-0.54773,0.83666,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.29393,-0.99996,-0.00885,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.19449,-0.53283,-0.84622,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.18723,0.42418,-0.90558,-0.1455,0.98936,0.84385,-0.53657,-0.98999,0.14112
0.0,0.15359,0.5403,0.84147,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.14946,-0.41615,0.9093,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.14209,-0.98999,0.14112,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.13871,-0.65364,-0.7568,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.1343,0.28366,-0.95892,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.13774,0.96017,-0.27942,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.14594,0.7539,0.65699,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.15023,-0.1455,0.98936,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.055,0.18786,-0.91113,0.41212,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.114,0.18437,-0.83907,-0.54402,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.087,0.2753,0.00443,-0.99999,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.08,0.27478,0.84385,-0.53657,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.083,0.27681,0.90745,0.42017,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.066,0.27687,0.13674,0.99061,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.047,0.1835,-0.75969,0.65029,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.041,0.18262,-0.95766,-0.2879,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.027,0.1794,-0.27516,-0.9614,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.18252,0.66032,-0.75099,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.2765,0.9887,0.14988,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.28047,0.40808,0.91295,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.29051,-0.54773,0.83666,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.29355,-0.99996,-0.00885,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.2002,-0.53283,-0.84622,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.1955,0.42418,-0.90558,-0.1455,0.98936,0.90745,0.42017,-0.65364,-0.7568
0.0,0.15992,0.5403,0.84147,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.15921,-0.41615,0.9093,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.15535,-0.98999,0.14112,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.15303,-0.65364,-0.7568,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.14955,0.28366,-0.95892,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.14967,0.96017,-0.27942,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.15204,0.7539,0.65699,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.15426,-0.1455,0.98936,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.1526,-0.91113,0.41212,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.14982,-0.83907,-0.54402,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.14772,0.00443,-0.99999,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.14344,0.84385,-0.53657,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.13483,0.90745,0.42017,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.13164,0.13674,0.99061,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.12142,-0.75969,0.65029,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.11526,-0.95766,-0.2879,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.11444,-0.27516,-0.9614,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.11582,0.66032,-0.75099,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.13483,0.9887,0.14988,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.15026,0.40808,0.91295,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.16057,-0.54773,0.83666,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.01,0.16644,-0.99996,-0.00885,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.16643,-0.53283,-0.84622,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.16321,0.42418,-0.90558,-0.1455,0.98936,0.13674,0.99061,0.28366,-0.95892
0.0,0.1596,0.5403,0.84147,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.1578,-0.41615,0.9093,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15639,-0.98999,0.14112,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15609,-0.65364,-0.7568,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15574,0.28366,-0.95892,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15574,0.96017,-0.27942,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15399,0.7539,0.65699,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15019,-0.1455,0.98936,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.14171,-0.91113,0.41212,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.14258,-0.83907,-0.54402,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.13618,0.00443,-0.99999,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.1341,0.84385,-0.53657,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.12884,0.90745,0.42017,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.1343,0.13674,0.99061,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.12725,-0.75969,0.65029,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.11578,-0.95766,-0.2879,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.11092,-0.27516,-0.9614,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.11069,0.66032,-0.75099,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.11274,0.9887,0.14988,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.12501,0.40808,0.91295,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15631,-0.54773,0.83666,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15833,-0.99996,-0.00885,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.1593,-0.53283,-0.84622,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.15807,0.42418,-0.90558,-0.1455,0.98936,-0.75969,0.65029,0.96017,-0.27942
0.0,0.13951,0.5403,0.84147,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.12843,-0.41615,0.9093,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.12555,-0.98999,0.14112,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.1262,-0.65364,-0.7568,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.12515,0.28366,-0.95892,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.12367,0.96017,-0.27942,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.12585,0.7539,0.65699,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.12486,-0.1455,0.98936,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.15799,-0.91113,0.41212,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.15261,-0.83907,-0.54402,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.24091,0.00443,-0.99999,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.23982,0.84385,-0.53657,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.23993,0.90745,0.42017,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.23962,0.13674,0.99061,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.14726,-0.75969,0.65029,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.14626,-0.95766,-0.2879,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.14455,-0.27516,-0.9614,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.14446,0.66032,-0.75099,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.23869,0.9887,0.14988,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.24217,0.40808,0.91295,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.25739,-0.54773,0.83666,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.27673,-0.99996,-0.00885,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.17945,-0.53283,-0.84622,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.16601,0.42418,-0.90558,-0.1455,0.98936,-0.95766,-0.2879,1.0,0.0
0.0,0.12615,0.5403,0.84147,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.12291,-0.41615,0.9093,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.12175,-0.98999,0.14112,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.12188,-0.65364,-0.7568,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.12093,0.28366,-0.95892,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.11961,0.96017,-0.27942,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.122,0.7539,0.65699,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.11953,-0.1455,0.98936,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.042,0.15289,-0.91113,0.41212,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.123,0.14999,-0.83907,-0.54402,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.103,0.23993,0.00443,-0.99999,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.072,0.23984,0.84385,-0.53657,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.077,0.24041,0.90745,0.42017,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.269,0.24447,0.13674,0.99061,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.048,0.15213,-0.75969,0.65029,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.039,0.14874,-0.95766,-0.2879,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.014,0.14671,-0.27516,-0.9614,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.14673,0.66032,-0.75099,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.24537,0.9887,0.14988,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.25851,0.40808,0.91295,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.2758,-0.54773,0.83666,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.28885,-0.99996,-0.00885,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.18838,-0.53283,-0.84622,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.17026,0.42418,-0.90558,-0.1455,0.98936,-0.27516,-0.9614,0.5403,0.84147
0.0,0.12772,0.5403,0.84147,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.12365,-0.41615,0.9093,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.12345,-0.98999,0.14112,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.12421,-0.65364,-0.7568,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.1239,0.28366,-0.95892,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.12299,0.96017,-0.27942,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.12802,0.7539,0.65699,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.13909,-0.1455,0.98936,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.053,0.18152,-0.91113,0.41212,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.097,0.18219,-0.83907,-0.54402,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.078,0.25631,0.00443,-0.99999,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.101,0.2578,0.84385,-0.53657,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.074,0.26287,0.90745,0.42017,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.132,0.27145,0.13674,0.99061,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.045,0.18179,-0.75969,0.65029,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.039,0.18216,-0.95766,-0.2879,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.037,0.17719,-0.27516,-0.9614,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.014,0.17542,0.66032,-0.75099,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.27005,0.9887,0.14988,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.28349,0.40808,0.91295,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.29494,-0.54773,0.83666,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.29553,-0.99996,-0.00885,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.20178,-0.53283,-0.84622,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.19379,0.42418,-0.90558,-0.1455,0.98936,0.66032,-0.75099,-0.41615,0.9093
0.0,0.13846,0.5403,0.84147,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.12606,-0.41615,0.9093,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.12439,-0.98999,0.14112,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.12157,-0.65364,-0.7568,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.12105,0.28366,-0.95892,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.1207,0.96017,-0.27942,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.14589,0.7539,0.65699,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.15185,-0.1455,0.98936,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.029,0.1904,-0.91113,0.41212,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.098,0.18383,-0.83907,-0.54402,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.083,0.26983,0.00443,-0.99999,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.089,0.27267,0.84385,-0.53657,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.081,0.27795,0.90745,0.42017,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.129,0.27965,0.13674,0.99061,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.036,0.18541,-0.75969,0.65029,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.041,0.18239,-0.95766,-0.2879,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.05,0.18204,-0.27516,-0.9614,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.042,0.18187,0.66032,-0.75099,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.27793,0.9887,0.14988,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.28889,0.40808,0.91295,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.29358,-0.54773,0.83666,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.031,0.295,-0.99996,-0.00885,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.20052,-0.53283,-0.84622,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.19869,0.42418,-0.90558,-0.1455,0.98936,0.9887,0.14988,-0.98999,0.14112
0.0,0.15298,0.5403,0.84147,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.15219,-0.41615,0.9093,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.15048,-0.98999,0.14112,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.14868,-0.65364,-0.7568,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.14784,0.28366,-0.95892,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.14787,0.96017,-0.27942,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.15198,0.7539,0.65699,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.15308,-0.1455,0.98936,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.029,0.19077,-0.91113,0.41212,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.042,0.18634,-0.83907,-0.54402,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.038,0.27575,0.00443,-0.99999,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.041,0.27214,0.84385,-0.53657,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.043,0.27314,0.90745,0.42017,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.082,0.27002,0.13674,0.99061,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.022,0.17665,-0.75969,0.65029,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.16741,-0.95766,-0.2879,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.16671,-0.27516,-0.9614,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.16788,0.66032,-0.75099,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.27257,0.9887,0.14988,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.28438,0.40808,0.91295,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.28976,-0.54773,0.83666,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.2889,-0.99996,-0.00885,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
0.0,0.19233,-0.53283,-0.84622,-0.1455,0.98936,0.40808,0.91295,-0.65364,-0.7568
